name,colorIdentity,keywords,supertypes
Mirari's Wake,"G, W",,
Shardless Agent,"G, U",Cascade,
Vindicate,"B, W",,
Scion of Draco,,"Domain, Flying",
Sword of Hearth and Home,,Equip,
Cabal Coffers,B,,
Mishra's Factory,,,
Blossoming Calm,W,Rebound,
Esper Sentinel,W,,
Late to Dinner,W,Food,
Lens Flare,W,Affinity,
Nykthos Paragon,W,,
Search the Premises,W,Investigate,
Serra's Emissary,W,Flying,
Dress Down,U,Flash,
Floodhound,U,Investigate,
Fractured Sanity,U,"Cycling, Mill",
Murktide Regent,U,"Delve, Flying",
Mystic Redaction,U,"Mill, Scry",
Phantasmal Dreadmaw,U,Trample,
Rise and Shine,U,Overload,
Thought Monitor,U,"Affinity, Flying",
Archon of Cruelty,B,Flying,
Kitchen Imp,B,"Flying, Haste, Madness",
Magus of the Bridge,B,,
Persist,B,,
Sudden Edict,B,Split second,
Underworld Hermit,B,,
World-Weary,B,"Basic landcycling, Cycling, Enchant, Landcycling",
Faithless Salvaging,R,Rebound,
Flametongue Yearling,R,Multikicker,
Gargadon,R,"Suspend, Trample",
Harmonic Prodigy,R,Prowess,
Obsidian Charmaw,R,Flying,
Abundant Harvest,G,,
Ignoble Hierarch,"B, G, R",Exalted,
Jade Avenger,G,Bushido,
Sylvan Anthem,G,Scry,
Timeless Witness,G,Eternalize,
Verdant Command,G,,
Arcbound Shikari,"R, W","First strike, Modular",
Arcus Acolyte,"G, W","Lifelink, Outlast, Reach",
Combine Chrysalis,"G, U",,
"Dakkon, Shadow Slayer","B, U, W",Surveil,Legendary
Ethersworn Sphinx,"U, W","Affinity, Cascade, Flying",
Garth One-Eye,"B, G, R, U, W",,Legendary
General Ferrous Rokiric,"R, W","Hexproof, Hexproof from",Legendary
Geyadrone Dihada,"B, R, U",Protection,Legendary
"Grist, the Hunger Tide","B, G",Mill,Legendary
Lazotep Chancellor,"B, U",Amass,
"Lonis, Cryptozoologist","G, U",Investigate,Legendary
Moderation,"U, W",,
Priest of Fell Rites,"B, W",Unearth,
Prophetic Titan,"R, U",Delirium,
Rakdos Headliner,"B, R","Echo, Haste",
Ravenous Squirrel,"B, G",,
Road // Ruin,"G, R",,
Road // Ruin,"G, R",Aftermath,
"Sythis, Harvest's Hand","G, W",,Legendary
Dermotaxi,,Imprint,
Kaldra Compleat,,"Equip, Indestructible, Living weapon",Legendary
Urza's Saga,,,
Blacksmith's Skill,W,,
Marble Gargoyle,W,Flying,
Out of Time,W,Vanishing,
Prismatic Ending,W,Converge,
Resurgent Belief,W,Suspend,
Sanctifier en-Vec,W,Protection,
Soul Snare,W,,
Timeless Dragon,W,"Cycling, Eternalize, Flying, Plainscycling",
Aeromoeba,U,Flying,
Inevitable Betrayal,U,Suspend,
Rishadan Dockhand,U,"Islandwalk, Landwalk",
Step Through,U,"Cycling, Wizardcycling",
Svyelun of Sea and Sky,U,,Legendary
Tide Shaper,U,Kicker,
Bone Shards,B,,
Damn,"B, W",Overload,
Dauthi Voidwalker,B,Shadow,
Necrogoyf,B,Madness,
Nested Shambler,B,,
Persist,B,,
Profane Tutor,B,Suspend,
"Tourach, Dread Cantor",B,"Kicker, Protection",Legendary
Vile Entomber,B,Deathtouch,
Blazing Rootwalla,R,Madness,
Calibrated Blast,R,Flashback,
Galvanic Relay,R,Storm,
Glimpse of Tomorrow,R,Suspend,
Mine Collapse,R,,
"Aeve, Progenitor Ooze",G,Storm,Legendary
"Chatterfang, Squirrel General","B, G",Forestwalk,Legendary
Chatterstorm,G,Storm,
Gaea's Will,G,Suspend,
Glimmer Bairn,G,,
Ignoble Hierarch,"B, G, R",Exalted,
Squirrel Sovereign,G,,
"Titania, Protector of Argoth",G,,Legendary
Asmoranomardicadaistinaculdacar,"B, R",,Legendary
Carth the Lion,"B, G",,Legendary
"Chainer, Nightmare Adept","B, R",,Legendary
Garth One-Eye,"B, G, R, U, W",,Legendary
Goblin Anarchomancer,"G, R",,
"Piru, the Volatile","B, R, W","Flying, Lifelink",Legendary
Shardless Agent,"G, U",Cascade,
Terminal Agony,"B, R",Madness,
Territorial Kavu,"G, R",Domain,
Brainstone,,,
Diamond Lion,,,
Liquimetal Torque,,,
Monoskelion,,,
Ornithopter of Paradise,,Flying,
Scion of Draco,,"Domain, Flying",
Sol Talisman,,Suspend,
Sword of Hearth and Home,,Equip,
The Underworld Cookbook,,Food,
Void Mirror,,,
Arid Mesa,,,
Marsh Flats,,,
Misty Rainforest,,,
Scalding Tarn,,,
Verdant Catacombs,,,
"Yavimaya, Cradle of Growth",,,Legendary
Out of Time,W,Vanishing,
Resurgent Belief,W,Suspend,
Sanctifier en-Vec,W,Protection,
Timeless Dragon,W,"Cycling, Eternalize, Flying, Plainscycling",
Inevitable Betrayal,U,Suspend,
Rishadan Dockhand,U,"Islandwalk, Landwalk",
Suspend,U,,
Damn,"B, W",Overload,
Dauthi Voidwalker,B,Shadow,
Necrogoyf,B,Madness,
Profane Tutor,B,Suspend,
Unmarked Grave,B,,
Bloodbraid Marauder,R,Delirium,
Breya's Apprentice,R,,
Calibrated Blast,R,Flashback,
Chef's Kiss,R,,
Glimpse of Tomorrow,R,Suspend,
"Aeve, Progenitor Ooze",G,Storm,Legendary
Chitterspitter,G,,
Gaea's Will,G,Suspend,
Sanctum Weaver,G,,
Asmoranomardicadaistinaculdacar,"B, R",,Legendary
Carth the Lion,"B, G",,Legendary
Master of Death,"B, U",Surveil,
"Piru, the Volatile","B, R, W","Flying, Lifelink",Legendary
Territorial Kavu,"G, R",Domain,
"Yusri, Fortune's Flame","R, U",Flying,Legendary
Academy Manufactor,,"Food, Treasure",
Diamond Lion,,,
Nettlecyst,,"Equip, Living weapon",
Sol Talisman,,Suspend,
Void Mirror,,,
"Zabaz, the Glimmerwasp","R, W",Modular,Legendary
Arid Mesa,,,
Marsh Flats,,,
Misty Rainforest,,,
Scalding Tarn,,,
Verdant Catacombs,,,
"Yavimaya, Cradle of Growth",,,Legendary
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Sanctum Prelate,W,,
"Yusri, Fortune's Flame","R, U",Flying,Legendary
Breaker of Creation,,"Annihilator, Hexproof, Hexproof from",
Devourer of Destiny,,,
Drownyard Lurker,U,"Cycling, Vigilance",
Echoes of Eternity,,,
Eldrazi Ravager,,"Annihilator, Cycling",
"Emrakul, the World Anew",,"Flying, Madness, Protection",Legendary
Glaring Fleshraker,,,
"Herigast, Erupting Nullkite",R,"Emerge, Flying",Legendary
It That Heralds the End,,,
"Kozilek, the Broken Reality",,Manifest,Legendary
Kozilek's Command,,,
Null Elemental Blast,,,
Nulldrifter,U,"Annihilator, Evoke, Flying",
Twisted Riddlekeeper,U,"Emerge, Flying",
"Ulamog, the Defiler",,Ward,Legendary
Warped Tusker,G,"Cycling, Reach",
Wastescape Battlemage,"G, U",Kicker,
Aerie Auxiliary,W,"Flying, Support",
Ajani Fells the Godsire,W,,
Argent Dais,W,,
Charitable Levy,W,,
Dog Umbra,W,"Enchant, Flash",
Envoy of the Ancestors,W,Outlast,
Essence Reliquary,W,,
Expel the Unworthy,W,Kicker,
Flare of Fortitude,W,,
Glyph Elemental,W,"Bestow, Landfall",
Guardian of the Forgotten,W,"Manifest, Vigilance",
Guide of Souls,W,,
A-Guide of Souls,W,,
Hexgold Slith,W,,
Indebted Spirit,W,"Afterlife, Bestow",
Inspired Inventor,W,,
Jolted Awake,W,Cycling,
Mandibular Kite,W,"Equip, Living weapon",
Metastatic Evangel,W,Proliferate,
Muster the Departed,W,"Morbid, Populate",
Nyxborn Unicorn,W,"Bestow, Mentor",
Ocelot Pride,W,"Ascend, First strike, Lifelink",
A-Ocelot Pride,W,"Ascend, First strike, Lifelink",
"Pearl-Ear, Imperial Advisor",W,Lifelink,Legendary
"Phelia, Exuberant Shepherd",W,Flash,Legendary
Proud Pack-Rhino,W,Proliferate,
Rosecot Knight,W,Vigilance,
Solstice Zealot,W,,
Static Prison,W,,
Thraben Charm,W,,
Voltstorm Angel,W,Flying,
White Orchid Phantom,W,"First strike, Flying",
Wing It,W,Scry,
Wrath of the Skies,W,,
Aether Spike,U,,
Amphibian Downpour,U,"Enchant, Flash, Storm",
Bespoke Battlewagon,U,Crew,
Brainsurge,U,,
Consign to Memory,U,Replicate,
Copycrook,U,Connive,
Corrupted Shapeshifter,U,Devoid,
Deem Inferior,U,,
Depth Defiler,U,"Devoid, Kicker",
Dreamtide Whale,U,"Proliferate, Vanishing",
Electrozoa,U,"Flash, Flying",
Emrakul's Messenger,U,"Devoid, Flying",
Flare of Denial,U,,
Harbinger of the Seas,U,,
Hope-Ender Coatl,U,"Devoid, Flash, Flying",
Kozilek's Unsealing,U,Devoid,
Petrifying Meddler,U,"Devoid, Reach",
Roil Cartographer,U,Landfall,
Sage of the Unknowable,U,,
Serum Visionary,U,Scry,
Shadow of the Second Sun,U,Enchant,
Strix Serenade,U,,
Tamiyo Meets the Story Circle,U,Investigate,
Tempest Harvester,U,,
Triton Wavebreaker,U,Bestow,
Tune the Narrative,U,,
Ugin's Binding,U,Devoid,
Unfathomable Truths,U,Devoid,
Utter Insignificance,U,"Enchant, Flash",
Volatile Stormdrake,U,"Flying, Hexproof, Hexproof from",
Accursed Marauder,B,,
Arcbound Condor,B,"Flying, Modular",
Breathe Your Last,B,,
Chthonian Nightmare,B,,
Consuming Corruption,B,,
Crabomination,B,Emerge,
The Creation of Avacyn,B,,
Dreadmobile,B,"Crew, Menace",
Dreamdrinker Vampire,B,"Adapt, Lifelink",
Drossclaw,B,"Equip, Living weapon",
Emperor of Bones,B,Adapt,
Etched Slith,B,Menace,
Etherium Pteramander,B,"Adapt, Flying",
Eviscerator's Insight,B,Flashback,
Fetid Gargantua,B,Adapt,
Flare of Malice,B,,
Gravedig,B,Entwine,
Grim Servant,B,Menace,
Kami of Jealous Thirst,B,Deathtouch,
Lethal Throwdown,B,,
Marionette Apprentice,B,Fabricate,
Mindless Conscription,B,Amass,
Necrodominance,B,,Legendary
Nethergoyf,B,Escape,
Quest for the Necropolis,B,Landfall,
Refurbished Familiar,B,"Affinity, Flying",
Retrofitted Transmogrant,B,,
Ripples of Undeath,B,Mill,
Scurrilous Sentry,B,"Connive, Menace",
"Shilgengar, Sire of Famine","B, W",Flying,Legendary
Warren Soultrader,B,Treasure,
Wither and Bloom,B,,
Wurmcoil Larva,B,"Deathtouch, Lifelink",
Aether Revolt,R,Revolt,
Amped Raptor,R,First strike,
"Ashling, Flame Dancer",R,Magecraft,Legendary
Detective's Phoenix,R,"Bestow, Collect evidence, Flying, Haste",
Eldrazi Linebreaker,R,"Devoid, Trample",
Fanged Flames,R,Devoid,
Flare of Duplication,R,,
Frogmyr Enforcer,R,"Affinity, Prototype",
Furnace Hellkite,R,"Affinity, Flying",
Galvanic Discharge,R,,
A-Galvanic Discharge,R,,
Ghostfire Slice,R,Devoid,
Glimpse the Impossible,R,,
Infernal Captor,R,Exploit,
Inventor's Axe,R,"Equip, Flash",
Mogg Mob,R,,
Molten Gatekeeper,R,Unearth,
Party Thrasher,R,,
Phyrexian Ironworks,R,,
Powerbalance,R,,
Ral and the Implicit Maze,R,,
Reckless Pyrosurfer,R,"Haste, Landfall",
Reiterating Bolt,R,Replicate,
Sarpadian Simulacrum,R,Haste,
Siege Smash,R,Split second,
Skittering Precursor,R,"Devoid, Menace",
"Skoa, Embermage",R,Grandeur,Legendary
Smelted Chargebug,R,Menace,
Spawn-Gang Commander,R,Devoid,
Thriving Skyclaw,R,Flying,
Unstable Amulet,R,,
Voidpouncer,R,"Devoid, Kicker",
Wheel of Potential,R,,
Basking Broodscale,G,"Adapt, Devoid",
Birthing Ritual,G,,
Collective Resistance,G,Escalate,
Colossal Dreadmask,G,"Equip, Living weapon",
"Eladamri, Korvecdal",G,,Legendary
Eldrazi Repurposer,G,Devoid,
Evolution Witness,G,Adapt,
Fanatic of Rhonas,G,"Eternalize, Ferocious",
Fangs of Kalonia,G,Overload,
Flare of Cultivation,G,,
Fowl Strike,G,Reinforce,
Gift of the Viper,G,,
Horrific Assault,G,,
The Hunger Tide Rises,G,,
Hydra Trainer,G,"Adapt, Exert",
Lion Umbra,G,"Enchant, Umbra armor",
Malevolent Rumble,G,,
Monstrous Vortex,G,Discover,
Nightshade Dryad,G,Deathtouch,
Nyxborn Hydra,G,"Bestow, Reach, Trample",
Path of Annihilation,G,Devoid,
Primal Prayers,G,,
Propagator Drone,G,Devoid,
Signature Slam,G,,
Six,G,"Mill, Reach",Legendary
Sowing Mycospawn,G,"Devoid, Kicker",
Springheart Nantuko,G,"Bestow, Landfall",
Temperamental Oozewagg,G,Adapt,
Territory Culler,G,"Devoid, Landfall, Reach",
Thief of Existence,G,Devoid,
Trickster's Elk,G,Bestow,
Wumpus Aberration,G,"Devoid, Trample",
Abstruse Appropriation,"B, W",Devoid,
"Arna Kennerüd, Skycaptain","B, U, W","Flying, Lifelink, Ward",Legendary
Conduit Goblin,"R, W",,
Cranial Ram,"B, R","Equip, Living weapon",
Cursed Wombat,"B, G",Adapt,
Cyclops Superconductor,"R, U",Prowess,
Emissary of Soulfire,"U, W",,
Expanding Ooze,"B, G",Adapt,
Faithful Watchdog,"G, W",Vigilance,
"Genku, Future Shaper","U, W",,Legendary
Golden-Tail Trainer,"G, W",,
Horrid Shadowspinner,"B, U",Lifelink,
Imskir Iron-Eater,"B, R",Affinity,Legendary
Invert Polarity,"R, U",,
Izzet Generatorium,"R, U",,
"Kudo, King Among Bears","G, W",,Legendary
"Nadu, Winged Wisdom","G, U",Flying,Legendary
The Necrobloom,"B, G, W","Landfall, Mill",Legendary
Obstinate Gargoyle,"B, W",Persist,
Ondu Knotmaster // Throw a Line,"B, W",Lifelink,
Ondu Knotmaster // Throw a Line,"B, W",,
"Phlage, Titan of Fire's Fury","R, W",Escape,Legendary
Planar Genesis,"G, U",,
Psychic Frog,"B, U",,
Pyretic Rebirth,"B, R",,
Riddle Gate Gargoyle,"U, W",Flying,
"Rosheen, Roaring Prophet","G, R",Mill,Legendary
Scurry of Gremlins,"R, W",,
Snapping Voidcraw,"G, U",Devoid,
Sneaky Snacker,"B, U",Flying,
Titans' Vanguard,"G, R","Devoid, Trample",
Wight of the Reliquary,"B, G",Vigilance,
Writhing Chrysalis,"G, R","Devoid, Reach",
Disruptor Flute,,Flash,
Idol of False Gods,,,
Solar Transformer,,,
Vexing Bauble,,,
Winter Moon,,,
Archway of Innovation,U,,
Arena of Glory,R,Exert,
Bloodstained Mire,,,
Bountiful Landscape,"G, R, U",Cycling,
Contaminated Landscape,"B, U, W",Cycling,
Deceptive Landscape,"B, G, W",Cycling,
Flooded Strand,,,
Foreboding Landscape,"B, G, U",Cycling,
Monumental Henge,W,,
Perilous Landscape,"R, U, W",Cycling,
Polluted Delta,,,
Seething Landscape,"B, R, U",Cycling,
Shattered Landscape,"B, R, W",Cycling,
Sheltering Landscape,"G, R, W",Cycling,
Shifting Woodland,G,Delirium,
Snow-Covered Wastes,,,"Basic, Snow"
Spymaster's Vault,B,Connive,
Tranquil Landscape,"G, U, W",Cycling,
Twisted Landscape,"B, G, R",Cycling,
Ugin's Labyrinth,,Imprint,
Urza's Cave,,,
Windswept Heath,,,
Wooded Foothills,,,
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",Transform,Legendary
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",,Legendary
Razorgrass Ambush // Razorgrass Field,W,,
Razorgrass Ambush // Razorgrass Field,W,,
Witch Enchanter // Witch-Blessed Meadow,W,,
Witch Enchanter // Witch-Blessed Meadow,W,,
Hydroelectric Specimen // Hydroelectric Laboratory,U,Flash,
Hydroelectric Specimen // Hydroelectric Laboratory,U,,
Sink into Stupor // Soporific Springs,U,,
Sink into Stupor // Soporific Springs,U,,
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U","Flying, Investigate, Transform",Legendary
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U",,Legendary
Boggart Trawler // Boggart Bog,B,,
Boggart Trawler // Boggart Bog,B,,
Fell the Profane // Fell Mire,B,,
Fell the Profane // Fell Mire,B,,
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Lifelink, Transform",Legendary
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Food, Lifelink",Legendary
Pinnacle Monk // Mystic Peak,R,Prowess,
Pinnacle Monk // Mystic Peak,R,,
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",Transform,Legendary
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",,Legendary
Sundering Eruption // Volcanic Fissure,R,,
Sundering Eruption // Volcanic Fissure,R,,
Bridgeworks Battle // Tanglespan Bridgeworks,G,Fight,
Bridgeworks Battle // Tanglespan Bridgeworks,G,,
Disciple of Freyalise // Garden of Freyalise,G,,
Disciple of Freyalise // Garden of Freyalise,G,,
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Transform",Legendary
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Mill",Legendary
Bloodsoaked Insight // Sanguine Morass,"B, R",,
Bloodsoaked Insight // Sanguine Morass,"B, R",,
Drowner of Truth // Drowned Jungle,"G, U",Devoid,
Drowner of Truth // Drowned Jungle,"G, U",,
Glasswing Grace // Age-Graced Chapel,"B, W",Enchant,
Glasswing Grace // Age-Graced Chapel,"B, W",,
Legion Leadership // Legion Stronghold,"R, W",,
Legion Leadership // Legion Stronghold,"R, W",,
Revitalizing Repast // Old-Growth Grove,"B, G",,
Revitalizing Repast // Old-Growth Grove,"B, G",,
Rush of Inspiration // Crackling Falls,"R, U",,
Rush of Inspiration // Crackling Falls,"R, U",,
Strength of the Harvest // Haven of the Harvest,"G, W",Enchant,
Strength of the Harvest // Haven of the Harvest,"G, W",,
Stump Stomp // Burnwillow Clearing,"G, R",,
Stump Stomp // Burnwillow Clearing,"G, R",,
Suppression Ray // Orderly Plaza,"U, W",,
Suppression Ray // Orderly Plaza,"U, W",,
Waterlogged Teachings // Inundated Archive,"B, U",,
Waterlogged Teachings // Inundated Archive,"B, U",,
Angel of the Ruins,W,"Cycling, Flying, Plainscycling",
Decree of Justice,W,Cycling,
Distinguished Conjurer,W,,
Orim's Chant,W,Kicker,
Recruiter of the Guard,W,,
Sevinne's Reclamation,W,Flashback,
Deep Analysis,U,Flashback,
Estrid's Invocation,U,,
Kappa Cannoneer,U,"Improvise, Ward",
Reef Worm,U,,
Shrieking Drake,U,Flying,
Buried Alive,B,,
"K'rrik, Son of Yawgmoth",B,Lifelink,Legendary
Nadier's Nightblade,B,,
Ophiomancer,B,,
Toxic Deluge,B,,
Victimize,B,,
Cursed Mirror,R,,
Fledgling Dragon,R,"Flying, Threshold",
"Laelia, the Blade Reforged",R,Haste,Legendary
Meltdown,R,,
Meteoric Mace,R,"Cascade, Equip",
Annoyed Altisaur,G,"Cascade, Reach, Trample",
Branching Evolution,G,,
Priest of Titania,G,,
Sylvan Safekeeper,G,,
Wirewood Symbiote,G,,
"Breya, Etherium Shaper","B, R, U, W",,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
Emerald Medallion,,,
Jet Medallion,,,
Junk Diver,,Flying,
Pearl Medallion,,,
Ruby Medallion,,,
Sapphire Medallion,,,
Urza's Incubator,,,
Worn Powerstone,,,
Barbarian Ring,R,Threshold,
Cephalid Coliseum,U,Threshold,
Deserted Temple,,,
Nesting Grounds,,,
Phyrexian Tower,B,,Legendary
Plains,W,,Basic
Island,U,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Snow-Covered Wastes,,,"Basic, Snow"
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Echoes of Eternity,,,
Flare of Fortitude,W,,
Ocelot Pride,W,"Ascend, First strike, Lifelink",
Orim's Chant,W,Kicker,
White Orchid Phantom,W,"First strike, Flying",
Wrath of the Skies,W,,
Flare of Denial,U,,
Strix Serenade,U,,
Ugin's Binding,U,Devoid,
Volatile Stormdrake,U,"Flying, Hexproof, Hexproof from",
Chthonian Nightmare,B,,
Flare of Malice,B,,
Warren Soultrader,B,Treasure,
Flare of Duplication,R,,
Party Thrasher,R,,
Powerbalance,R,,
Wheel of Potential,R,,
Birthing Ritual,G,,
Flare of Cultivation,G,,
Primal Prayers,G,,
Sowing Mycospawn,G,"Devoid, Kicker",
Springheart Nantuko,G,"Bestow, Landfall",
Abstruse Appropriation,"B, W",Devoid,
Kaalia of the Vast,"B, R, W",Flying,Legendary
Psychic Frog,"B, U",,
Emerald Medallion,,,
Jet Medallion,,,
Pearl Medallion,,,
Ruby Medallion,,,
Sapphire Medallion,,,
Archway of Innovation,U,,
Arena of Glory,R,Exert,
Bloodstained Mire,,,
Flooded Strand,,,
Monumental Henge,W,,
Phyrexian Tower,B,,Legendary
Polluted Delta,,,
Shifting Woodland,G,Delirium,
Spymaster's Vault,B,Connive,
Ugin's Labyrinth,,Imprint,
Windswept Heath,,,
Wooded Foothills,,,
"Herigast, Erupting Nullkite",R,"Emerge, Flying",Legendary
"Pearl-Ear, Imperial Advisor",W,Lifelink,Legendary
"Phelia, Exuberant Shepherd",W,Flash,Legendary
"K'rrik, Son of Yawgmoth",B,Lifelink,Legendary
"Shilgengar, Sire of Famine","B, W",Flying,Legendary
"Ashling, Flame Dancer",R,Magecraft,Legendary
"Laelia, the Blade Reforged",R,Haste,Legendary
"Eladamri, Korvecdal",G,,Legendary
Six,G,"Mill, Reach",Legendary
"Arna Kennerüd, Skycaptain","B, U, W","Flying, Lifelink, Ward",Legendary
"Breya, Etherium Shaper","B, R, U, W",,Legendary
"Genku, Future Shaper","U, W",,Legendary
Imskir Iron-Eater,"B, R",Affinity,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
"Kudo, King Among Bears","G, W",,Legendary
"Nadu, Winged Wisdom","G, U",Flying,Legendary
The Necrobloom,"B, G, W","Landfall, Mill",Legendary
"Phlage, Titan of Fire's Fury","R, W",Escape,Legendary
"Rosheen, Roaring Prophet","G, R",Mill,Legendary
"Emrakul, the World Anew",,"Flying, Madness, Protection",Legendary
"Emrakul, the World Anew",,"Flying, Madness, Protection",Legendary
"Kozilek, the Broken Reality",,Manifest,Legendary
"Kozilek, the Broken Reality",,Manifest,Legendary
"Ulamog, the Defiler",,Ward,Legendary
"Ulamog, the Defiler",,Ward,Legendary
"Emrakul, the World Anew",,"Flying, Madness, Protection",Legendary
It That Heralds the End,,,
"Kozilek, the Broken Reality",,Manifest,Legendary
Null Elemental Blast,,,
Nulldrifter,U,"Annihilator, Evoke, Flying",
"Ulamog, the Defiler",,Ward,Legendary
Charitable Levy,W,,
Flare of Fortitude,W,,
Jolted Awake,W,Cycling,
Metastatic Evangel,W,Proliferate,
Ocelot Pride,W,"Ascend, First strike, Lifelink",
Recruiter of the Guard,W,,
White Orchid Phantom,W,"First strike, Flying",
Wrath of the Skies,W,,
Aether Spike,U,,
Brainsurge,U,,
Flare of Denial,U,,
Kappa Cannoneer,U,"Improvise, Ward",
Shadow of the Second Sun,U,Enchant,
Tune the Narrative,U,,
Volatile Stormdrake,U,"Flying, Hexproof, Hexproof from",
Accursed Marauder,B,,
Chthonian Nightmare,B,,
Consuming Corruption,B,,
Flare of Malice,B,,
Grim Servant,B,Menace,
Marionette Apprentice,B,Fabricate,
Necrodominance,B,,Legendary
Toxic Deluge,B,,
Victimize,B,,
Warren Soultrader,B,Treasure,
"Ashling, Flame Dancer",R,Magecraft,Legendary
Flare of Duplication,R,,
Galvanic Discharge,R,,
Meltdown,R,,
Party Thrasher,R,,
"Skoa, Embermage",R,Grandeur,Legendary
Unstable Amulet,R,,
Wheel of Potential,R,,
"Eladamri, Korvecdal",G,,Legendary
Evolution Witness,G,Adapt,
Flare of Cultivation,G,,
Lion Umbra,G,"Enchant, Umbra armor",
Monstrous Vortex,G,Discover,
Priest of Titania,G,,
Primal Prayers,G,,
Six,G,"Mill, Reach",Legendary
Imskir Iron-Eater,"B, R",Affinity,Legendary
"Kudo, King Among Bears","G, W",,Legendary
Psychic Frog,"B, U",,
"Rosheen, Roaring Prophet","G, R",Mill,Legendary
Bloodstained Mire,,,
Flooded Strand,,,
Nesting Grounds,,,
Polluted Delta,,,
Snow-Covered Wastes,,,"Basic, Snow"
Windswept Heath,,,
Wooded Foothills,,,
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",Transform,Legendary
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",,Legendary
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U","Flying, Investigate, Transform",Legendary
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U",,Legendary
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Lifelink, Transform",Legendary
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Food, Lifelink",Legendary
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",Transform,Legendary
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",,Legendary
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Transform",Legendary
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Mill",Legendary
Argent Dais,W,,
Guide of Souls,W,,
Amphibian Downpour,U,"Enchant, Flash, Storm",
Dreamtide Whale,U,"Proliferate, Vanishing",
Harbinger of the Seas,U,,
Crabomination,B,Emerge,
Emperor of Bones,B,Adapt,
Nethergoyf,B,Escape,
Ripples of Undeath,B,Mill,
Aether Revolt,R,Revolt,
Detective's Phoenix,R,"Bestow, Collect evidence, Flying, Haste",
Fanatic of Rhonas,G,"Eternalize, Ferocious",
Invert Polarity,"R, U",,
Wight of the Reliquary,"B, G",Vigilance,
Disruptor Flute,,Flash,
Winter Moon,,,
Bloodstained Mire,,,
Flooded Strand,,,
Polluted Delta,,,
Windswept Heath,,,
Wooded Foothills,,,
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",Transform,Legendary
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",,Legendary
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U","Flying, Investigate, Transform",Legendary
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar","G, U",,Legendary
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Lifelink, Transform",Legendary
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W","Extort, Food, Lifelink",Legendary
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",Transform,Legendary
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",,Legendary
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Transform",Legendary
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G","Deathtouch, Mill",Legendary
"Emrakul, the World Anew",,"Flying, Madness, Protection",Legendary
"Herigast, Erupting Nullkite",R,"Emerge, Flying",Legendary
"Kozilek, the Broken Reality",,Manifest,Legendary
"Ulamog, the Defiler",,Ward,Legendary
"Pearl-Ear, Imperial Advisor",W,Lifelink,Legendary
"Phelia, Exuberant Shepherd",W,Flash,Legendary
"K'rrik, Son of Yawgmoth",B,Lifelink,Legendary
"Shilgengar, Sire of Famine","B, W",Flying,Legendary
"Ashling, Flame Dancer",R,Magecraft,Legendary
"Laelia, the Blade Reforged",R,Haste,Legendary
